5961	5329
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
7236	5496
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
7111	5790
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
7295	4498
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
7219	4937
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
6890	4913
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
7283	4804
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
7453	5195
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
6442	5519
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
6847	5084
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
5361	4475
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
6311	4377
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
6347	4483
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
6786	4439
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
6353	4500
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
6910	5228
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
6345	4540
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
7300	5223
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
5718	5235
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
6597	4808
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
7201	4772
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
7118	4851
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
6269	4507
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
6647	4691
10238	6364
10105	7657
9764	7745
9125	7245
10145	7025
11335	7154
10210	6547
9849	7381
9819	7543
8813	8470
