3455	1804
2800	2713
2962	2415
3329	1853
2990	2193
3063	2100
3190	1904
3246	1857
3098	2001
2826	2640
3134	1949
2882	2518
2912	2464
2925	2450
2850	2596
3009	2139
3128	1990
2867	2557
3009	2139
2854	2562
2819	2721
3468	1806
3311	1859
2993	2416
2923	2494
2998	2217
3142	1968
3217	1936
3254	1901
3030	2152
2836	2644
3122	2082
3091	2144
3010	2186
2892	2553
3139	2065
2828	2695
2875	2606
2874	2623
3105	2138
3222	1904
2892	2553
3139	2065
2819	2721
3102	2143
3139	2065
3580	1865
2844	2651
3382	1878
2998	2363
3226	1920
3149	1989
3011	2206
2997	2437
2983	2509
2941	2536
3327	1909
3279	1912
2881	2626
3147	2046
3124	2093
3085	2152
2905	2569
3365	1883
3036	2153
2896	2588
3130	2086
2844	2651
3034	2187
3085	2152
3021	2196
2844	2651
2846	2721
3491	1879
3036	2208
3019	2448
3421	1901
3297	1914
3100	2157
3130	2106
3485	1900
2992	2521
2898	2608
3198	1993
3226	1986
3042	2169
3248	1923
3246	1959
2958	2554
2877	2668
3183	2029
2910	2582
3148	2080
3013	2473
3003	2503
3288	1921
3169	2041
3152	2055
2948	2579
2859	2716
3039	2171
2861	2673
2905	2603
3019	2448
2951	2559
2869	2671
2950	2573
2848	2717
2877	2668
2861	2673
2861	2673
3907	1885
2863	2728
3376	1921
3829	1911
3036	2405
3038	2210
3107	2161
3031	2472
2904	2643
2957	2562
3901	1910
3153	2058
3146	2129
3198	2018
3051	2183
2866	2677
3003	2554
3149	2111
3175	2048
3019	2516
2910	2585
3304	1929
2894	2674
3219	2002
2913	2583
3007	2525
3041	2188
3286	1943
3242	1991
3251	1978
3304	1929
3285	1949
3259	1970
3244	1987
3280	1963
3267	1968
3277	1967
3280	1963
4079	1895
2869	2693
3913	1924
3410	1925
3036	2429
3048	2251
3920	1899
3163	2091
3032	2504
3020	2534
3184	2057
3160	2162
2912	2625
3219	2033
2970	2562
3053	2226
2895	2683
3072	2191
3338	1933
3220	2002
3408	1932
2926	2583
2961	2571
3246	1995
3121	2175
3283	1970
2923	2601
3158	2170
3308	1963
3309	1949
3120	2188
3335	1943
3088	2189
3264	1984
3919	1914
2879	2687
3269	1979
2915	2617
2895	2683
2915	2617
3921	1904
2869	2789
3533	1925
3052	2296
3365	1943
3047	2449
3030	2564
3037	2463
3227	2009
2872	2713
3057	2230
3186	2108
3187	2063
3164	2132
3344	1953
3162	2174
2929	2647
2940	2620
3308	1964
2917	2681
3082	2223
3143	2188
2957	2587
2983	2568
3260	2002
2943	2607
3110	2196
3187	2063
2894	2688
2920	2657
3084	2202
2961	2574
3274	1980
3283	1974
3272	1999
3304	1971
3157	2187
3100	2198
2895	2687
2980	2570
2880	2803
3943	1905
3595	1928
3925	1909
3379	1943
3061	2285
3054	2435
3034	2566
3037	2479
2886	2724
3199	2069
3227	2034
3198	2100
2955	2630
3068	2284
3047	2474
2957	2594
3073	2231
2917	2699
2936	2647
3322	1966
3166	2162
3054	2435
3293	1999
3185	2132
3106	2203
3349	1964
3125	2201
3156	2192
2892	2716
2965	2581
3244	2012
3091	2215
3014	2569
3239	2014
