3312	1639
2648	2789
2799	2373
2824	2133
3207	1663
2674	2575
2673	2691
2684	2525
2937	1857
3150	1674
2767	2384
3080	1702
3038	1757
2738	2408
2722	2482
3251	1659
2663	2734
2901	1896
2862	2023
3312	1639
3265	1654
3118	1675
2736	2457
2878	2020
3064	1716
2858	2085
2830	2110
3034	1794
2974	1855
3006	1810
2895	1940
3019	1802
2843	2088
3118	1675
2996	1829
2888	1982
2897	1932
2888	1982
2723	2473
2658	2773
2901	1896
3064	1716
2987	1841
2824	2133
2658	2773
2648	2789
2976	1853
3265	1654
2851	2087
2991	1840
2976	1853
2976	1853
2976	1853
2976	1853
2976	1853
2648	2789
3265	1654
2648	2789
2648	2824
3334	1656
2767	2395
2827	2133
2696	2540
2690	2686
3312	1659
2741	2516
2762	2479
3216	1676
3232	1664
3148	1683
2912	1948
2842	2122
2951	1862
3111	1714
2876	2045
2683	2731
2938	1921
3083	1751
2939	1899
3066	1756
3143	1702
2874	2102
2907	2000
2669	2746
2976	1856
2874	2102
3055	1778
2664	2804
3094	1721
3002	1838
3024	1804
3042	1792
2903	2005
3334	1656
3006	1813
3024	1804
3229	1666
2666	2769
2894	2039
2827	2133
3053	1789
3094	1721
2901	2031
3006	1813
2657	2808
2648	2824
2987	1846
2985	1855
2666	2769
3042	1792
2900	2032
3146	1699
2894	2039
2997	1842
2995	1843
2657	2808
3146	1699
2995	1843
2995	1843
2657	2808
2657	2808
2657	2808
2995	1843
3042	1792
3253	1664
2649	2854
2828	2366
2848	2164
3236	1679
2706	2711
2753	2527
3176	1684
2772	2463
2711	2606
2722	2556
2788	2397
2874	2122
3038	1804
3100	1746
2943	1931
2978	1862
3012	1818
2916	1948
2657	2818
3141	1733
2711	2606
2878	2054
2687	2738
3081	1760
3146	1703
3164	1693
2774	2406
2964	1871
2949	1926
2685	2770
2995	1846
2773	2430
2849	2127
3060	1781
3119	1743
2911	2001
2904	2040
2743	2545
2951	1885
2999	1842
2740	2552
2877	2086
3119	1743
3143	1716
2955	1879
2849	2127
2915	1952
3047	1792
2788	2397
2893	2048
2877	2086
2696	2723
3172	1690
3070	1773
2696	2723
2912	1977
3008	1829
3047	1792
2904	2040
2893	2048
2666	2784
2664	2808
3066	1776
2911	2001
2912	1977
2678	2782
2666	2784
2678	2782
2664	2808
3080	1771
3008	1829
2951	1885
3080	1771
2741	2551
2741	2551
2951	1885
2666	2784
3080	1771
2911	2001
2951	1885
2893	2048
2893	2048
2664	2808
2893	2048
2951	1885
2951	1885
2911	2001
2911	2001
2951	1885
2893	2048
2951	1885
2893	2048
2849	2127
2951	1885
2911	2001
2658	2853
3285	1666
2850	2134
2849	2362
3182	1686
3273	1674
2718	2634
3147	1726
2776	2466
2713	2724
2725	2567
2687	2766
3107	1748
2878	2122
2667	2790
2788	2407
2819	2403
2773	2519
2699	2735
2908	2044
2916	1979
2911	2005
3014	1841
3019	1819
3167	1707
3038	1810
2927	1953
2794	2406
2738	2556
3047	1800
2954	1903
2897	2061
2989	1868
2664	2818
2748	2548
2880	2094
2834	2389
2953	1939
3082	1788
2935	1952
3094	1765
3171	1696
2952	1950
2659	2832
