3335	1625
2646	2824
2817	2337
2824	2133
2647	2662
3230	1649
2972	1802
2672	2521
2827	2068
3126	1672
3030	1761
3312	1639
2730	2384
3207	1663
2775	2351
2862	2023
2722	2482
2970	1844
2752	2373
3096	1688
2883	1980
2660	2581
2654	2647
2891	1936
2933	1851
2723	2473
2894	1896
3068	1697
2664	2560
2878	2020
2824	2133
2919	1886
3060	1752
3215	1660
3312	1639
3118	1675
2924	1866
3038	1757
3062	1742
3064	1716
2923	1883
3064	1716
3038	1757
3207	1663
3118	1675
2722	2482
2723	2473
2723	2473
3064	1716
3064	1716
3347	1628
2648	2789
2799	2373
2827	2133
2736	2457
3150	1674
3229	1666
2674	2575
3335	1642
3103	1688
3282	1653
2698	2521
2663	2734
2965	1851
2937	1857
2664	2648
2919	1889
3148	1683
3066	1756
2672	2642
2738	2408
2653	2756
3080	1702
3075	1721
2984	1814
3055	1778
2883	2011
2684	2525
2767	2384
2998	1807
2863	2058
2873	2026
2830	2110
2895	1940
2888	1982
3034	1794
3042	1789
2853	2078
2870	2047
2751	2397
2841	2102
2901	1896
2897	1932
2648	2789
3019	1802
2754	2386
2888	1982
2901	1896
3251	1659
3232	1664
3019	1802
3265	1654
3265	1654
3251	1659
2827	2133
2698	2521
2684	2525
2851	2087
2767	2384
2988	1813
2843	2088
2843	2088
2897	1932
2895	1940
2988	1813
3232	1664
2901	1896
2897	1932
3265	1654
2648	2789
2648	2789
2648	2789
2648	2789
3265	1654
2827	2133
2648	2789
2648	2789
2648	2799
3404	1644
2828	2366
2842	2122
2740	2475
3216	1676
2744	2417
3342	1647
2674	2610
2891	1997
3404	1644
3165	1680
2669	2746
3296	1661
3120	1694
3253	1664
2923	1913
3160	1688
2673	2691
2686	2554
2723	2525
2683	2597
2655	2759
3245	1672
3006	1810
2904	1932
2874	2054
3109	1703
2794	2394
2879	2043
3312	1659
2853	2107
2673	2691
2767	2395
2802	2376
2858	2085
2945	1868
3080	1730
2712	2532
2974	1855
2896	1966
2767	2395
2951	1862
3094	1721
2939	1899
3042	1792
3024	1804
2903	1950
3053	1789
2939	1899
2696	2540
3077	1757
3334	1656
2654	2793
2996	1829
3024	1804
3060	1781
2698	2534
2842	2122
3090	1726
3070	1773
2799	2378
2858	2085
2976	1853
2987	1841
2900	1965
3076	1761
2991	1840
2723	2525
3334	1656
3042	1792
2996	1829
2876	2045
2951	1862
2654	2793
3066	1776
3094	1721
3066	1776
2987	1841
2879	2043
2976	1853
2767	2395
2858	2085
3042	1792
2987	1841
2976	1853
2858	2085
3042	1792
2976	1853
3024	1804
2976	1853
2976	1853
2976	1853
2648	2824
3423	1645
2848	2164
3385	1661
2847	2380
2679	2626
3285	1666
2672	2755
3236	1679
3176	1684
2799	2409
2896	1979
2912	1948
3273	1674
3066	1784
2754	2425
2741	2516
2686	2568
3089	1743
2722	2556
3111	1714
3083	1751
2658	2773
2849	2127
2866	2091
3146	1699
2976	1856
2691	2564
2938	1921
2958	1870
2745	2474
2894	2037
2878	2054
2746	2459
2823	2389
3030	1809
2903	1959
3143	1702
3114	1705
3002	1838
2754	2425
2727	2527
2948	1879
2846	2386
