2800	2713
3363	1788
2962	2415
2982	2243
3248	1819
3190	1904
3098	2001
3246	1857
3078	2096
3063	2100
2990	2193
3137	1936
2925	2450
3009	2139
2803	2652
2854	2562
2829	2579
3114	1959
2882	2518
2863	2522
3009	2139
2827	2630
3134	1949
2903	2496
2826	2640
2912	2464
2903	2496
2912	2464
2826	2640
3009	2139
3455	1804
2816	2673
2993	2416
2998	2217
3321	1850
2950	2459
3311	1859
3206	1936
3089	2119
3104	2047
2923	2494
2834	2627
3254	1901
3144	1940
2850	2596
3010	2186
3222	1904
2867	2557
3030	2152
2908	2532
3107	2007
3115	1988
3140	1981
3063	2131
3254	1901
3142	1968
2903	2541
2892	2553
3046	2144
3048	2139
3063	2131
2892	2553
3468	1806
2819	2721
2998	2363
3444	1851
3329	1853
3011	2206
3122	2082
3128	1990
3112	2100
3067	2133
3327	1909
3183	1978
2826	2677
3226	1920
3206	1964
3149	1989
2935	2503
2892	2559
3274	1916
2979	2470
2997	2437
2853	2641
2974	2498
3217	1936
3288	1911
2874	2623
3031	2155
3054	2143
2929	2522
2997	2437
3021	2196
2911	2536
2891	2594
2819	2721
2836	2644
3036	2153
2914	2535
2976	2488
2885	2604
2875	2606
2836	2644
3279	1912
3021	2196
2836	2644
3021	2196
2825	2747
3490	1822
3006	2430
3011	2210
3410	1855
2828	2695
3003	2503
3246	1959
3344	1884
3365	1870
3322	1912
3123	2082
3174	1995
3152	2021
2983	2509
2946	2512
3208	1971
2933	2561
3120	2133
3034	2187
3400	1865
3288	1921
2876	2650
2905	2569
2941	2536
3067	2144
2844	2651
3147	2046
3102	2143
3248	1923
3035	2164
3198	1993
2891	2604
3049	2155
2844	2651
2880	2626
3139	2065
3248	1923
2885	2622
3297	1914
3059	2150
3203	1984
2899	2585
2896	2588
3139	2065
3105	2138
3297	1914
3105	2138
2844	2651
3139	2065
3105	2138
3563	1825
2829	2709
3023	2265
3014	2442
3493	1835
3417	1855
2855	2656
3036	2208
3300	1914
3091	2144
3124	2093
2881	2626
3353	1906
3382	1878
3223	1972
2832	2708
3255	1956
3013	2473
3175	2011
3042	2169
3007	2514
2964	2525
3169	2041
2910	2582
3085	2152
3284	1933
3152	2055
2992	2521
3268	1944
3148	2080
2948	2579
2898	2608
3198	2000
2957	2551
3039	2171
3216	1998
3130	2086
2903	2596
3365	1883
3363	1893
2951	2559
3210	1999
2950	2573
3085	2152
2829	2709
3509	1838
2834	2717
3438	1873
3036	2405
3038	2210
3364	1899
3358	1913
3007	2525
3019	2448
3153	2058
3124	2134
3095	2180
2951	2562
3304	1929
3100	2157
2974	2546
2840	2712
3051	2183
3137	2104
2913	2583
3219	2002
2861	2673
3226	1986
3198	2018
3032	2427
3002	2532
3251	1978
2905	2603
2884	2658
3130	2106
2958	2554
2886	2644
2863	2663
3175	2048
3041	2188
3170	2056
3019	2448
3295	1939
2900	2630
2899	2632
3259	1970
3185	2023
3183	2029
3285	1949
3267	1968
2910	2585
3286	1943
3277	1967
3304	1929
3280	1963
2861	2673
3183	2029
3280	1963
2910	2585
2861	2673
2846	2721
3580	1865
3036	2429
3039	2221
3491	1879
3372	1902
